StrategyID,Strategy,StrategyComplexity,MatchedBaseStrategyID,AcceptanceRule,RequireModelAgreement,UseViewSD,UseKNN,SelectedK,ConfidenceThreshold,ViewSDThreshold,KNNPercentileThreshold,ViewSDGateActive,KNNGateActive,TotalCount,AcceptedCount,DeferredCount,Coverage,CoveragePercent,ReviewRate,ReviewRatePercent,AcceptedErrors,AcceptedErrorRate,AcceptedAccuracy,AcceptedSensitivity,AcceptedSpecificity,AcceptedBalancedAccuracy,AcceptedTruePositives,AcceptedTrueNegatives,AcceptedFalsePositives,AcceptedFalseNegatives,FalseNegativesAmongAccepted,DataScope,TestStatus,ParetoFrontier
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,3.1864765549721508,,,False,False,120,55,65,0.45833333333333331,45.833333333333336,0.54166666666666663,54.166666666666664,0,0,1,1,,,55,0,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,3.1215456190010742,,,False,False,120,56,64,0.46666666666666667,46.666666666666664,0.53333333333333333,53.333333333333336,0,0,1,1,,,56,0,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,3.0973517214122892,,,False,False,120,57,63,0.47499999999999998,47.5,0.52500000000000002,52.5,0,0,1,1,1,1,56,1,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.8795473957240052,,,False,False,120,58,62,0.48333333333333334,48.333333333333336,0.51666666666666672,51.666666666666664,0,0,1,1,1,1,57,1,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.8073297849695087,,,False,False,120,59,61,0.49166666666666664,49.166666666666664,0.5083333333333333,50.833333333333336,0,0,1,1,1,1,57,2,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.7774445572096869,,,False,False,120,60,60,0.5,50,0.5,50,0,0,1,1,1,1,57,3,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.7052958606332651,,,False,False,120,61,59,0.5083333333333333,50.833333333333336,0.49166666666666664,49.166666666666664,0,0,1,1,1,1,58,3,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.5563292901410848,,,False,False,120,62,58,0.51666666666666672,51.666666666666664,0.48333333333333334,48.333333333333336,0,0,1,1,1,1,58,4,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.4215075101575114,,,False,False,120,63,57,0.52500000000000002,52.5,0.47499999999999998,47.5,0,0,1,1,1,1,58,5,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.3660370520422691,,,False,False,120,64,56,0.53333333333333333,53.333333333333336,0.46666666666666667,46.666666666666664,0,0,1,1,1,1,58,6,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.326630215597373,,,False,False,120,65,55,0.54166666666666663,54.166666666666664,0.45833333333333331,45.833333333333336,0,0,1,1,1,1,58,7,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.2857694226834049,,,False,False,120,66,54,0.55000000000000004,55,0.45000000000000001,45,0,0,1,1,1,1,59,7,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.2761303594308688,,,False,False,120,67,53,0.55833333333333335,55.833333333333336,0.44166666666666665,44.166666666666664,0,0,1,1,1,1,59,8,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.2684818536441216,,,False,False,120,68,52,0.56666666666666665,56.666666666666664,0.43333333333333335,43.333333333333336,0,0,1,1,1,1,59,9,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.2084707824028404,,,False,False,120,69,51,0.57499999999999996,57.5,0.42499999999999999,42.5,0,0,1,1,1,1,60,9,0,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,True
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.1838475205583059,,,False,False,120,70,50,0.58333333333333337,58.333333333333336,0.41666666666666669,41.666666666666664,1,0.014285714285714285,0.98571428571428577,1,0.90000000000000002,0.94999999999999996,60,9,1,0,0,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,True
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.1792550936972925,,,False,False,120,71,49,0.59166666666666667,59.166666666666664,0.40833333333333333,40.833333333333336,2,0.028169014084507043,0.971830985915493,0.98360655737704916,0.90000000000000002,0.94180327868852465,60,9,1,1,1,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.1398537110154803,,,False,False,120,72,48,0.59999999999999998,60,0.40000000000000002,40,2,0.027777777777777776,0.97222222222222221,0.98360655737704916,0.90909090909090906,0.94634873323397906,60,10,1,1,1,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,False
c,C,1,,PrimaryConfidenceMargin >= ConfidenceThreshold,False,False,False,10,2.1284394988275337,,,False,False,120,73,47,0.60833333333333328,60.833333333333336,0.39166666666666666,39.166666666666664,2,0.027397260273972601,0.9726027397260274,0.98360655737704916,0.91666666666666663,0.95013661202185795,60,11,1,1,1,TRAIN + VALIDATION ONLY,TEST SET NOT LOADED OR EVALUATED,True
